1573407240000,193.66868333,193.66868333,193.66868333,193.66868333,1.18784013,2019-11-10T17:34:00.000000Z
1573416840000,193.66868328,193.66868328,193.66868328,193.66868328,1.03924804,2019-11-10T20:14:00.000000Z
1573416900000,193.66868328,193.66868328,176.002,176.002,2.06200256,2019-11-10T20:15:00.000000Z
1573426440000,193.668,193.668,193.668,193.668,0.44090875,2019-11-10T22:54:00.000000Z
1573435920000,193.668,193.668,193.668,193.668,0.01107356,2019-11-11T01:32:00.000000Z
1573437060000,193.668,193.668,193.668,193.668,4.07929322,2019-11-11T01:51:00.000000Z
1573437120000,193.668,193.668,193.668,193.668,5.8971143,2019-11-11T01:52:00.000000Z
1573437180000,193.668,193.668,193.668,193.668,0.13926863,2019-11-11T01:53:00.000000Z
1573437240000,193.668,193.668,193.668,193.668,0.1389506,2019-11-11T01:54:00.000000Z
1573437480000,193.668,193.668,193.668,193.668,0.81360276,2019-11-11T01:58:00.000000Z
1573501980000,193.66699999,193.66699999,193.66699999,193.66699999,0.04048537,2019-11-11T19:53:00.000000Z
1573521060000,176.004,176.004,176.004,176.004,0.00541649,2019-11-12T01:11:00.000000Z
1573592160000,176.101,176.101,176.101,176.101,0.00281955,2019-11-12T20:56:00.000000Z
1573611000000,176.101,176.101,176.101,176.101,0.00729149,2019-11-13T02:10:00.000000Z
1573626060000,176.101,187.999,176.101,187.999,0.35987869,2019-11-13T06:21:00.000000Z
1573659060000,181.003,181.003,181.003,181.003,0.00677703,2019-11-13T15:31:00.000000Z
1573665960000,187.997,187.998,187.997,187.998,0.67840696,2019-11-13T17:26:00.000000Z
1573666140000,187.998,187.998,187.998,187.998,0.21349345,2019-11-13T17:29:00.000000Z
1573692900000,181.00700002,181.00700002,181.00700002,181.00700002,0.0251,2019-11-14T00:55:00.000000Z
1573776060000,181.00700002,181.00700002,181.007,181.007,0.91574997,2019-11-15T00:01:00.000000Z
1573787040000,181.007,181.007,181.007,181.007,1.36168733,2019-11-15T03:04:00.000000Z
1573787100000,181.007,181.007,181.007,181.007,0.17336511,2019-11-15T03:05:00.000000Z
1573787160000,181.007,181.007,181.007,181.007,5.76452303,2019-11-15T03:06:00.000000Z
1573787220000,181.007,181.007,181.007,181.007,4.58449383,2019-11-15T03:07:00.000000Z
1573787280000,181.007,181.007,181.007,181.007,1.44603913,2019-11-15T03:08:00.000000Z
1573787340000,181.007,181.007,181.007,181.007,0.93322225,2019-11-15T03:09:00.000000Z
1573787400000,181.007,181.007,181.007,181.007,2.95918415,2019-11-15T03:10:00.000000Z
1573787460000,181.007,181.007,181.007,181.007,1.09627445,2019-11-15T03:11:00.000000Z
1573787520000,181.007,181.007,181.007,181.007,2.15347504,2019-11-15T03:12:00.000000Z
1573787580000,181.007,181.007,181.007,181.007,2.28629062,2019-11-15T03:13:00.000000Z
1573787640000,181.007,181.007,181.007,181.007,1.17682177,2019-11-15T03:14:00.000000Z
1573787700000,181.007,181.007,181.007,181.007,1.39422972,2019-11-15T03:15:00.000000Z
1573787760000,181.007,181.007,181.007,181.007,0.13403559,2019-11-15T03:16:00.000000Z
1573787820000,181.007,181.007,181.007,181.007,0.26814073,2019-11-15T03:17:00.000000Z
1573787880000,181.007,181.007,181.007,181.007,0.26673691,2019-11-15T03:18:00.000000Z
1573788000000,181.007,181.007,181.007,181.007,0.13399414,2019-11-15T03:20:00.000000Z
1573788120000,181.007,181.007,181.007,181.007,0.40191832,2019-11-15T03:22:00.000000Z
1573788180000,181.007,181.007,181.007,181.007,0.67457107,2019-11-15T03:23:00.000000Z
1573788240000,181.007,181.007,181.007,181.007,0.53595904,2019-11-15T03:24:00.000000Z
1573788300000,181.007,181.007,181.007,181.007,0.4021639,2019-11-15T03:25:00.000000Z
1573788360000,181.007,181.007,181.007,181.007,1.49662691,2019-11-15T03:26:00.000000Z
1573788480000,181.007,181.007,181.007,181.007,0.26693532,2019-11-15T03:28:00.000000Z
1573788540000,181.007,181.007,181.007,181.007,0.66926042,2019-11-15T03:29:00.000000Z
1573788720000,181.007,181.007,181.007,181.007,1.82365839,2019-11-15T03:32:00.000000Z
1573788780000,181.007,181.007,181.007,181.007,0.09427292,2019-11-15T03:33:00.000000Z
1573789980000,181.007,181.007,181.007,181.007,0.1588146,2019-11-15T03:53:00.000000Z
1573790040000,181.007,181.007,181.007,181.007,0.40183736,2019-11-15T03:54:00.000000Z
1573790100000,181.007,181.007,181.007,181.007,0.80375622,2019-11-15T03:55:00.000000Z
1573790160000,181.007,181.007,181.007,181.007,0.93766698,2019-11-15T03:56:00.000000Z
1573790220000,181.007,181.007,181.007,181.007,0.66974142,2019-11-15T03:57:00.000000Z
1573790340000,181.007,181.007,181.007,181.007,0.41816478,2019-11-15T03:59:00.000000Z
1573790400000,181.007,181.007,181.007,181.007,0.93764902,2019-11-15T04:00:00.000000Z
1573790460000,181.007,181.007,181.007,181.007,0.53579271,2019-11-15T04:01:00.000000Z
1573790580000,181.007,181.007,181.007,181.007,0.13387884,2019-11-15T04:03:00.000000Z
1573790640000,181.007,181.007,181.007,181.007,0.45071809,2019-11-15T04:04:00.000000Z
1573801860000,181.0,181.0,181.0,181.0,0.88738433,2019-11-15T07:11:00.000000Z
1573828080000,181.0,181.0,180.0,180.0,0.28369385,2019-11-15T14:28:00.000000Z
1573828200000,180.0,180.0,180.0,180.0,0.52561197,2019-11-15T14:30:00.000000Z
1573828320000,179.04635653,179.04635653,179.04635653,179.04635653,0.04335979,2019-11-15T14:32:00.000000Z
1573829340000,179.04635653,181.11243096,179.04635653,181.11243096,1.99544413,2019-11-15T14:49:00.000000Z
1573834500000,181.0,181.0,180.85068952,180.85068952,0.27842227,2019-11-15T16:15:00.000000Z
